GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,17041,"Douglas County, Illinois",14709,64.129,20.432,49.742,35.271,47.434,27.209,56.598,8.585,55.48,44.446,66.289,24.285,64.63,25.848,60.983,27.227,59.315,32.885,40.401,52.562,52.068,47.932,38.11,61.503,73.556,24.986,67.893,30.177,57.633,42.073,58.154,41.391,58.537,40.328,73.526,24.631,33.717,65.517,57.278,40.904,70.658,29.833,66.386,12.621,45.674,32.116,53.941,26.458,49.258,20.575,50.008,18.216,60.639,13.492,30.965,68.662,32.539,67.304,44.856,31.73
County,17043,"DuPage County, Illinois",716577,78.765,12.021,58.551,29.826,62.545,22.787,66.541,6.736,68.547,31.516,76.336,15.592,74.551,16.093,70.747,19.163,66.87,25.57,46.183,47.881,58.976,41.024,47.734,52.281,82.959,15.747,75.115,22.914,71.631,28.013,69.858,29.348,68.863,30.538,80.786,17.456,28.029,70.883,47.923,51.318,77.952,22.196,76.649,8.817,55.35,21.774,66.002,17.124,61.864,15.083,61.313,13.958,71.014,9.55,38.814,61.042,35.623,63.646,56.314,22.713
County,17045,"Edgar County, Illinois",13893,59.08,24.65,45.922,39.468,41.963,32.401,53.095,9.977,50.591,49.321,62.057,28.861,61.007,29.403,55.77,32.513,54.104,37.636,35.493,56.725,47.575,52.425,33.194,66.465,72.552,26.003,65.644,32.521,53.541,46.044,55.93,43.391,56.369,42.726,72.908,25.187,37.864,61.382,61.148,37.239,67.47,32.817,62.087,14.095,40.52,36.445,48.96,29.394,46.783,23.408,47.366,20.332,55.854,15.725,26.876,72.853,29.588,69.91,39.481,34.182
County,17047,"Edwards County, Illinois",4960,57.984,26.705,43.228,41.056,40.45,34.06,50.91,10.583,47.499,52.414,60.265,30.748,59.08,31.703,54.504,33.759,52.545,39.684,34.423,58.035,45.236,54.764,31.938,67.754,70.688,28.093,63.904,34.401,49.549,50.306,52.074,47.556,54.304,44.783,71.314,26.896,39.235,60.062,63.198,35.218,64.577,35.877,61.442,15.08,38.999,39.411,47.577,32.437,44.562,25.299,45.339,21.561,54.937,16.902,26.502,73.208,30.052,69.657,37.408,38.2
County,17049,"Effingham County, Illinois",26073,59.235,25.688,44.571,40.174,41.449,33.401,52.36,10.325,48.268,51.723,61.219,29.631,60.347,30.062,55.338,32.219,53.007,39.805,34.676,58.112,44.855,55.145,32.552,66.902,71.95,26.669,64.858,33.417,52.21,47.391,52.914,46.615,55.295,43.871,72.075,26.081,37.805,61.733,61.023,37.515,65.3,35.006,62.705,14.506,40.268,39.24,48.099,31.455,45.866,24.365,46.175,21.034,55.59,16.544,26.95,72.791,29.969,69.593,39.102,37.356
County,17051,"Fayette County, Illinois",17112,57.529,25.747,44.634,40.14,39.736,32.761,50.799,10.235,49.188,50.679,60.699,28.653,59.651,29.295,55.082,31.496,53.056,37.297,35.73,54.905,45.928,54.072,32.203,67.366,69.667,28.766,64.406,33.582,51.155,48.326,53.763,45.676,54.436,44.37,71.053,26.835,38.827,60.379,61.508,36.663,65.759,34.47,60.656,14.883,39.664,37.533,47.945,30.277,45.976,23.945,46.61,20.729,54.205,16.664,24.931,74.749,26.872,72.611,38.981,34.917
County,17053,"Ford County, Illinois",10255,63.727,21.433,48.912,36.163,47.379,28.748,56.399,9.043,54.009,45.907,65.491,25.511,64.09,26.672,59.925,28.652,57.798,34.683,38.771,54.308,50.69,49.31,36.678,62.973,73.516,25.004,67.692,30.46,56.384,43.42,57.367,42.127,58.179,40.761,73.775,24.391,34.378,64.877,57.72,40.635,69.861,30.534,65.641,13.008,44.372,33.729,53.104,27.616,49.05,21.3,49.328,18.827,59.597,14.113,30.296,69.374,32.722,67.044,43.685,32.502
County,17055,"Franklin County, Illinois",30309,62.36,22.484,47.944,37.139,46.034,30.296,55.06,9.631,52.857,47.047,63.984,26.426,63.084,26.801,58.126,29.802,55.369,36.223,36.873,55.081,48.983,51.017,34.681,64.96,72.58,25.544,67.383,30.584,55.043,44.539,56.867,42.348,57.516,41.112,73.835,24.012,35.389,63.68,57.719,40.56,68.618,31.574,64.142,13.569,42.889,35.457,51.927,28.464,49.12,22.097,48.692,19.743,57.457,15.088,28.364,71.332,30.3,69.213,42.898,32.545
County,17057,"Fulton County, Illinois",28131,62.158,21.013,48.049,37.616,45.205,29.366,55.961,8.82,54.659,45.383,64.369,26.026,63.757,25.7,59.516,27.886,56.294,34.592,37.861,53.545,49.776,50.224,37.41,62.42,74.269,24.137,68.954,29.071,55.755,43.145,58.678,40.352,59.109,39.61,75.537,22.576,36.832,62.74,59.369,38.679,69.599,30.822,65.994,12.484,44.605,32.07,52.948,26.65,49.443,21.291,50.215,18.769,58.56,14.197,28.716,71.008,28.759,70.599,43.196,31.73
County,17059,"Gallatin County, Illinois",4026,60.562,23.428,46.955,37.901,44.259,30.995,53.298,9.972,51.648,48.25,62.726,27.103,62.036,27.186,56.682,30.549,53.836,36.999,35.859,55.216,47.667,52.333,33.296,66.326,71.207,26.644,66.835,31.02,53.183,46.26,56.156,42.912,56.152,42.184,73.225,24.409,36.137,62.791,58.282,39.862,67.321,32.788,62.835,13.974,41.847,36.522,50.723,29.124,48.681,22.512,47.851,20.223,55.771,15.74,26.692,73.004,28.366,71.094,42.14,32.774
County,17061,"Greene County, Illinois",10403,60.147,23.912,46.041,39.002,42.495,31.736,53.106,9.926,50.387,49.505,62.013,27.992,60.952,28.478,56.055,31.099,53.863,37.139,35.89,55.465,47.388,52.612,32.974,66.631,71.491,26.811,66.301,31.695,52.758,46.833,55.855,43.388,56.158,42.557,72.828,25.092,37.424,61.713,60.378,37.874,67.061,33.11,62.589,14.286,41.4,36.594,50.098,29.532,47.53,23.018,47.568,20.185,55.889,15.893,26.151,73.546,28.515,70.957,40.867,34.084
County,17063,"Grundy County, Illinois",37784,62.929,21.224,48.328,38.102,45.375,30.946,57.081,9.282,54.118,45.855,64.059,26.167,63.503,25.656,59.014,28.49,55.701,35.267,37.409,53.964,49.541,50.459,35.705,64.038,74.163,24.184,68.883,29.025,56.523,42.634,59.148,39.816,59.499,39.448,75.535,22.451,36.577,63.05,57.739,40.547,69.825,30.31,64.886,13.149,43.306,33.808,52.455,27.151,50.064,21.825,50.52,19.256,57.967,14.855,28.288,71.463,28.824,70.34,43.063,32.507
County,17065,"Hamilton County, Illinois",6364,62.203,23.124,47.25,37.486,44.308,30.152,54.561,9.551,51.782,48.094,63.982,26.831,62.438,28.398,58.142,30.179,56.452,35.956,37.241,55.909,48.627,51.373,34.974,64.667,72.526,26.175,66.235,31.97,54.373,45.557,55.338,44.378,56.975,42.047,72.552,25.653,35.77,63.425,59.171,39.269,68.007,32.457,64.344,13.731,42.808,35.496,50.421,29.031,46.729,22.552,47.537,19.594,57.848,14.9,28.865,70.795,32.123,67.726,41.918,34.5
County,17067,"Hancock County, Illinois",14194,57.032,27.311,43.387,41.93,40.068,34.126,52.262,10.083,48.335,51.682,60.229,31.977,58.352,32.357,55.125,33.739,52.914,39.531,35.013,57.483,45.53,54.47,32.976,66.749,71.792,27.07,65.824,32.378,52.548,47.01,54.953,44.456,55.79,43.778,72.36,25.882,39.634,59.604,62.348,36.147,64.777,35.47,60.643,15.234,39.127,39.045,47.111,31.886,45.339,24.799,46.866,20.96,54.823,16.389,27.324,72.371,29.085,70.315,37.507,38.596
County,17069,"Hardin County, Illinois",3264,58.065,25.17,43.481,41.386,38.892,33.353,51.104,10.263,48.576,51.316,59.701,29.626,58.544,30.21,54.145,32.151,52.387,37.834,34.967,55.625,46.12,53.88,31.968,67.617,70.858,27.721,64.628,33.335,51.191,48.253,54.387,44.902,55.48,43.442,71.607,26.378,39.869,59.293,63.289,34.889,65.767,34.49,61.073,15.154,39.613,37.956,48.117,30.816,45.397,24.772,46.487,21.228,54.43,16.887,24.8,74.9,26.618,72.754,38.507,36.358
County,17071,"Henderson County, Illinois",5551,63.104,21.114,49.503,35.973,47.776,28.809,56.231,9.169,54.809,45.154,65.114,25.344,64.52,25.174,59.471,28.321,56.159,35.108,37.421,54.233,49.998,50.002,36.164,63.553,73.296,24.659,68.966,28.99,56.031,43.266,58.462,40.511,58.346,40.091,75.193,22.663,34.504,64.673,56.357,41.84,69.649,30.544,65.437,12.675,44.515,33.448,53.353,26.999,50.494,20.862,49.649,18.97,58.227,14.263,28.982,70.73,30.249,69.183,44.607,30.769
County,17073,"Henry County, Illinois",38251,64.673,21.365,49.422,37.503,44.863,31.468,58.285,9.224,55.138,44.772,65.425,25.348,64.789,25.069,60.283,27.573,56.443,34.934,37.331,54.854,50.701,49.299,35.796,63.927,75.864,22.628,69.419,28.508,56.759,42.534,60.165,38.871,60.31,38.866,75.967,22.145,36.784,62.951,57.385,41.029,71.186,28.992,65.921,12.97,44.18,33.054,55.245,26.292,51.079,21.651,50.95,19.014,59.123,14.534,28.688,71.025,28.98,70.149,43.641,30.575
County,17075,"Iroquois County, Illinois",21740,60.451,23.539,47.908,37.465,43.423,30.94,54.321,9.652,52.434,47.439,64.354,25.989,62.559,27.789,58.626,29.17,55.652,36.006,37.185,54.958,49.022,50.978,34.552,65.119,70.871,27.524,66.567,31.503,53.822,45.816,55.423,43.982,55.309,43.673,73.329,24.653,36.446,62.558,59.028,39.327,68.06,32.222,64.423,13.712,42.712,35.386,52.736,28.312,48.749,22.362,48.13,19.744,57.796,15.259,27.52,72.187,29.766,69.849,41.034,32.134
County,17077,"Jackson County, Illinois",47332,71.86,15.661,56.854,30.556,57.642,24.031,66.871,7.247,62.432,37.616,73.031,18.728,72.121,18.964,69.358,20.241,64.784,27.634,44.534,49.015,56.537,43.463,43.175,56.517,78.273,19.389,73.515,24.049,67.157,32.197,67.047,31.836,65.563,33.268,78.899,18.776,29.5,69.776,48.985,48.676,77.782,22.285,71.379,10.987,52.81,26.172,63.175,21.128,58.283,16.636,57.354,15.577,65.577,11.424,34.032,65.378,33.29,65.983,53.507,22.953
County,17079,"Jasper County, Illinois",7368,48.727,27.93,40.297,41.493,38.464,30.228,43.928,9.767,47.29,53.045,58.49,32.782,58.356,32.503,54.594,33.169,51.446,39.801,33.279,57.742,43.023,56.978,36.254,63.986,65.531,33.144,62.945,35.916,39.813,58.945,45.394,53.921,47.563,50.523,70.155,28.365,39.938,59.672,65.581,32.264,58.762,42.842,61.772,12.535,39.364,36.524,44.434,33.893,40.795,25.173,41.535,21.678,52.813,15.948,27.901,71.889,29.262,71.055,35.265,41.137
County,17081,"Jefferson County, Illinois",29545,62.789,21.573,47.508,37.707,45.062,29.908,55.639,9.24,53.07,46.839,64.119,25.918,62.913,26.63,58.751,28.803,56.398,34.888,38.221,53.479,49.792,50.208,35.796,63.833,73.147,25.253,67.264,30.706,55.411,44.103,57.577,41.75,58.067,40.749,73.691,24.291,36.211,63.031,58.932,39.268,69.365,30.898,64.581,13.481,43.463,34.054,52.385,27.637,49.281,21.739,49.787,19.053,58.246,14.853,28.269,71.411,29.451,70.063,43.091,32.137
County,17083,"Jersey County, Illinois",17379,60.852,23.898,46.424,38.077,46.552,30.91,54.437,9.991,51.219,48.75,62.851,27.919,62.346,27.707,56.578,31.701,53.488,38.223,35.306,56.381,47.152,52.848,33.881,65.839,72.186,25.818,67.339,30.655,51.81,47.742,55.842,43.209,56.398,42.126,74.189,23.644,36.198,62.902,58.686,39.625,67.327,32.824,63.128,14.01,41.928,36.889,50.954,29.885,48.781,22.78,47.885,20.369,56.007,15.815,27.305,72.441,29.385,70.036,41.644,33.829
County,17085,"Jo Daviess County, Illinois",17463,66.936,18.496,51.803,34.98,49.627,27.809,59.952,8.314,56.825,43.18,67.482,23.339,66.311,23.792,62.352,25.923,59.155,33.113,39.799,53.214,52.889,47.111,38.863,60.837,76.416,21.613,70.475,27.209,60.816,38.718,61.998,37.246,61.964,36.537,76.021,21.845,33.395,65.667,55.179,42.257,73.196,27.067,68.018,11.913,46.374,31.002,54.995,25.592,51.478,19.708,52.176,17.599,61.898,12.875,31.47,68.254,33.087,66.315,45.398,30.428
County,17087,"Johnson County, Illinois",10252,60.081,22.949,45.068,39.828,41.217,31.331,53.221,9.713,50.301,49.579,61.849,27.28,60.564,28.218,56.576,30.016,54.632,35.707,37.264,53.342,47.824,52.176,33.977,65.592,71.326,27.195,65.456,32.484,52.434,47.006,55.533,43.945,56.241,42.592,71.764,26.226,38.517,60.783,61.449,36.65,67.47,32.77,62.488,14.423,41.425,35.68,50.114,28.931,47.725,22.831,48.694,19.599,56.326,15.971,25.887,73.769,26.799,72.71,40.972,33.519
County,17089,"Kane County, Illinois",393677,73.071,15.356,57.226,32.006,55.334,23.885,66.374,6.847,65.103,34.971,70.992,19.963,70.664,19.634,66.857,22.394,64.629,27.936,45.032,48.049,61.009,38.991,45.084,54.65,78.7,19.506,73.435,24.304,67.138,31.615,69.263,28.586,68.172,30.895,78.98,19.002,28.586,71.709,48.628,50.349,80.031,20.1,70.948,10.857,53.59,26.46,62.315,21.363,60.728,16.446,59.604,15.254,65.753,11.034,35.11,64.686,31.859,67.194,55.461,24.996
County,17091,"Kankakee County, Illinois",85130,69.136,16.994,53.221,33.349,46.35,27.469,61.938,7.951,59.196,40.701,67.994,21.093,66.766,21.488,62.614,24.323,59.928,30.423,42.321,48.4,53.2,46.8,39.753,59.894,75.733,21.556,70.39,27.05,61.24,38.099,64.187,33.97,64.159,34.478,75.349,22.284,33.866,65.705,55.985,41.349,72.747,27.343,67.285,12.855,47.908,29.987,57.664,24.642,53.071,19.277,54.219,17.247,61.769,13.566,29.345,70.411,28.726,70.472,49.085,26.831
County,17093,"Kendall County, Illinois",89717,73.828,14.161,58.205,30.342,56.756,24.722,66.337,7.41,66.059,33.791,72.05,19.075,72.22,17.95,67.602,20.939,63.859,28.431,44.624,48.513,56.419,43.581,43.572,56.2,79.234,18.828,74.187,23.582,67.445,31.719,66.944,31.876,66.015,32.65,79.881,18.099,30.672,68.583,50.982,47.328,77.249,22.746,71.984,10.932,53.114,26.472,63.959,20.88,58.772,16.891,58.158,15.842,65.452,11.565,34.281,65.448,31.887,67.183,54.876,22.637
County,17095,"Knox County, Illinois",40518,69.225,16.824,54.364,32.308,53.281,25.598,62.679,7.772,60.826,39.087,69.327,21.283,68.305,21.442,64.336,23.787,61.267,30.022,42.457,49.621,55.955,44.045,40.588,59.062,77.45,20.667,72.639,25.12,64.645,34.563,65.671,33.226,64.003,34.588,77.809,20.134,32.226,67.036,52.906,45.264,74.931,25.135,69.302,11.588,50.081,28.299,59.277,22.784,55.571,17.974,55.131,16.564,63.105,12.423,32.037,67.609,30.711,68.501,51.211,25.938
County,17097,"Lake County, Illinois",529928,77.979,10.898,63.554,24.382,65.51,19.502,69.302,6.253,69.112,30.956,76.928,14.408,76.565,14.428,72.888,16.112,68.193,24.441,46.738,46.641,64.307,35.693,49.163,50.487,83.507,15,77.151,20.832,71.391,27.596,71.042,27.504,71.274,27.091,82.211,16.173,27.879,71.502,52.051,46.511,80.429,19.722,76.275,9.48,58.942,22.052,67.892,17.948,63.017,14.695,62.522,13.574,70.517,9.935,40.121,59.625,34.585,64.565,58.876,21.718
County,17099,"LaSalle County, Illinois",86024,68.591,18.403,47.194,40.42,46.309,29.751,58.781,8.606,56.524,43.419,66.815,24.618,65.42,24.477,60.704,28.093,57.213,35.112,39.816,52.711,52.006,47.994,36.765,62.915,76.511,22.191,69.66,28.289,60.291,38.845,61.61,37.503,63.437,35.527,76.73,21.497,36.398,63.468,58.636,39.835,72.549,27.638,68.55,12.206,46.242,30.395,56.874,23.132,50.631,20.584,52.408,18.075,60.855,13.637,28.447,71.295,28.49,70.618,44.349,27.072
County,17101,"Lawrence County, Illinois",13137,60.917,22.679,45.974,39.227,41.807,31.101,53.937,9.562,51.151,48.729,62.378,27.044,61.057,27.948,57.17,29.666,55.272,35.318,37.788,53.197,48.438,51.562,34.378,65.174,71.936,26.617,65.965,31.987,53.57,45.947,56.553,42.886,56.834,42.037,72.292,25.735,38.209,61.058,61.106,37.03,68.064,32.153,62.923,14.355,41.949,35.397,50.704,28.642,47.974,22.716,48.977,19.584,56.81,15.755,26.369,73.291,27.268,72.184,41.524,33.221
County,17103,"Lee County, Illinois",27580,64.396,20.062,49.447,36.918,46.512,29.443,57.796,8.873,55.554,44.392,65.123,25.061,64.409,24.779,60.036,27.383,56.845,33.973,38.616,52.714,50.744,49.256,36.904,62.786,74.94,23.308,69.431,28.394,58.025,41.054,60.474,38.504,60.54,38.194,75.836,22.108,36.236,63.175,57.715,40.401,71.078,29.045,65.93,12.849,45.056,32.22,54.16,25.973,51.256,20.887,51.589,18.596,58.952,14.338,28.44,71.272,28.582,70.588,44.904,30.015
County,17105,"Livingston County, Illinois",28300,61.567,21.21,47.237,38.823,43.641,30.683,53.733,9.197,51.717,48.232,63.164,26.497,61.774,26.202,57.973,29.675,56.199,35.182,37.926,54.006,49.043,50.957,35.032,64.575,72.361,25.685,67.381,30.654,55.946,43.579,58.037,41.316,56.964,42.373,73.903,24.272,36.883,62.631,61.411,36.858,70.058,30.232,64.608,13.486,42.428,34.348,50.601,27.008,48.235,22.103,49.32,19.189,57.864,14.805,27.278,72.415,28.918,70.546,41.613,32.634
County,17107,"Logan County, Illinois",23396,62.867,20.797,48.035,37.705,46.039,28.735,57.053,8.798,54.043,45.9,64.568,26.167,63.125,27.037,59.523,28.571,57.47,34.292,39.194,52.856,50.878,49.122,36.897,62.718,73.604,24.866,67.846,29.666,57.393,42.135,58.926,40.307,58.366,40.709,74.079,23.973,35.015,64.244,58.011,40.238,70.817,29.428,65.476,12.85,44.264,32.886,52.708,26.952,49.881,20.932,50.614,18.246,59.462,14.067,29.041,70.664,30.16,69.331,43.99,31.222
County,17109,"McDonough County, Illinois",25255,68.528,17.59,53.381,32.708,52.971,26.136,63.052,7.877,60.317,39.624,69.972,22.007,68.739,22.722,65.039,24.756,62.052,31.159,42.316,51.899,55.811,44.189,41.521,58.242,77.776,20.68,71.181,26.967,63.57,36.083,63.013,36.271,61.948,37.396,77.586,20.639,31.015,68.515,51.914,46.713,74.095,26.187,69.702,11.242,48.048,29.963,57.746,23.995,53.961,18.304,53.984,16.641,63.923,12.045,34.067,65.644,34.99,64.575,48.935,28.952
County,17111,"McHenry County, Illinois",234368,71.863,15.573,50.208,34.552,51.061,26.441,62.1,7.995,60.485,36.744,69.008,23.141,67.886,23.045,64.715,24.809,61.422,31.105,41.872,51.503,53.037,46.962,40.177,58.518,76.786,19.655,71.491,25.365,60.229,37.878,64.361,34.767,64.808,31.582,76.158,20.492,32.363,66.957,49.738,46.063,74.749,25.395,66.086,11.018,46.869,29.464,55.483,21.788,54.012,18.256,53.638,16.527,60.731,11.987,32.225,65.51,32.237,66.905,47.666,24.947
County,17113,"McLean County, Illinois",135227,73.678,15.16,57.621,30.416,56.24,26.061,65.134,7.602,63.69,36.219,71.124,20.722,70.949,20.154,66.673,23.267,62.816,30.037,42.973,50.769,57.95,42.05,42.399,57.365,79.145,19.408,73.629,24.415,65.379,34.05,66.783,32.232,66.159,33.015,79.644,18.646,31.938,67.359,49.812,48.96,75.013,25.084,72.214,10.644,50.629,26.382,62.778,21.314,55.449,17.448,55.999,15.895,66.307,11.748,34.765,64.979,33.408,65.801,52.764,25.412
County,17115,"Macon County, Illinois",82007,64.632,17.611,51.562,34.772,48.637,27.572,58.564,8.301,57.046,42.955,65.975,22.623,65.142,21.502,61.047,25.207,58.104,31.302,39.272,50.562,52.492,47.508,38.776,60.922,75.486,22.587,70.478,27.344,57.218,40.948,61.343,37.483,60.31,38.408,76.381,21.512,34.482,64.63,54.696,43.541,72.443,27.664,66.936,11.681,47.411,28.985,56.885,23.512,52.921,18.998,52.709,17.406,60.279,13.215,28.64,71.142,27.885,71.282,46.299,28.047
County,17117,"Macoupin County, Illinois",35782,62.488,21.026,47.403,38.028,45.68,30.567,55.959,9.398,52.507,47.447,63.648,26.243,61.914,26.42,57.537,28.979,54.628,36.038,36.388,54.604,49.17,50.83,34.801,64.858,73.129,25.303,67.902,30.127,55.506,44.035,57.745,41.488,58.789,40.188,74.763,23.266,36.608,62.506,58.247,39.164,69.284,30.86,64.256,13.604,42.645,35.329,52.354,28.763,49.081,22.053,49.086,19.484,57.229,15.248,27.533,72.214,29.668,69.673,41.221,33.082
County,17119,"Madison County, Illinois",206628,65.232,19.58,49.634,36.072,49.275,29.202,58.965,8.583,57.888,42.177,67.401,24.341,65.868,24.759,63.12,26.216,57.928,34.312,39.441,52.871,54.654,45.346,39.402,60.294,75.685,21.217,70.865,26.21,59.293,39.992,60.88,38.035,59.496,37.968,76.652,20.833,33.132,66.552,54.47,42.608,72.755,27.454,65.809,12.07,46.996,32.244,55.551,26.196,52.544,19.832,52.045,17.805,60.417,13.74,30.489,69.329,30.003,69.212,50.287,27.457
County,17121,"Marion County, Illinois",29064,59.844,23.626,45.565,39.307,42.314,32.409,53.688,9.824,50.885,49.051,61.599,29.01,60.574,29.322,55.691,32.128,53.576,37.878,35.84,55.719,47.033,52.967,33.78,65.896,72.32,26.164,66.181,31.851,53.904,45.474,56.913,42.233,57.173,41.76,73.414,24.58,37.997,61.259,61.881,36.399,67.536,32.742,62.487,14.328,41.38,36.057,50.01,29.319,47.826,23.249,48.142,20.205,56.021,15.928,26.654,73.061,27.987,71.391,40.905,35.15
County,17123,"Marshall County, Illinois",9287,62.723,22.128,47.705,38.092,44.804,30.965,55.984,9.336,52.978,46.964,63.827,26.982,62.837,27.186,58.329,29.53,55.734,35.907,37.101,55.07,49.212,50.788,35.205,64.493,74.119,24.411,67.948,30.093,55.892,43.548,58.027,41.178,58.902,40.116,74.717,23.415,36.844,62.583,59.675,38.64,69.245,31.008,64.878,13.431,43.236,34.433,52.172,28.036,48.739,22.249,49.347,19.48,58.18,14.883,28.224,71.496,30.053,69.309,42.228,33.069
County,17125,"Mason County, Illinois",10804,54.086,24.953,43.929,39.186,42.185,27.959,49.149,8.839,52.248,48.009,61.754,28.127,61.29,27.992,57.734,28.93,54.75,35.664,36.04,55.265,46.852,53.148,38.531,61.623,69.776,28.808,66.03,32.552,46.548,52.146,51.299,47.843,51.758,46.615,72.861,25.609,37.44,62.275,62.833,34.994,64.408,36.936,64.426,11.751,42.566,32.68,48.439,29.18,44.159,22.473,45.073,19.715,56.05,14.178,29.378,70.393,30.074,70.019,39.178,35.73
County,17127,"Massac County, Illinois",11016,51.027,25.972,40.805,41.607,39.437,29.219,45.022,9.532,49.801,50.503,59.587,30.011,59.8,28.989,55.159,31.261,51.602,38.074,34.032,55.373,44.081,55.919,36.868,63.36,66.912,31.326,63.673,34.874,40.826,57.549,47.692,51.246,48.595,49.329,71.704,26.493,40.031,59.465,64.837,32.785,61.629,39.805,62.046,12.617,39.983,34.822,45.559,31.095,42.828,24.009,43.441,20.99,52.809,15.549,27.166,72.645,26.497,73.477,37.022,38.376
County,17129,"Menard County, Illinois",9612,64.912,20.125,52.151,33.771,51.367,28.06,57.752,9.376,56.501,43.375,66.359,24.853,65.828,24.789,60.472,27.621,56.778,35.42,37.853,54.562,50.803,49.198,36.479,63.242,73.789,23.94,69.183,28.779,57.113,42.495,58.993,39.975,59.046,39.233,75.232,22.506,32.579,66.424,53.691,44.748,70.647,29.385,66.333,12.574,45.697,33.609,55.578,26.431,52.665,20.265,50.448,18.794,59.308,14.085,30.35,69.361,32.153,67.338,46.524,28.805
County,17131,"Mercer County, Illinois",12226,62.747,20.704,48.734,36.513,47.167,29.43,56.223,9.35,55.192,44.802,64.606,25.962,64.5,25.033,58.616,29.237,54.708,36.223,36.466,54.596,49.055,50.946,36.297,63.58,72.996,24.87,69.597,28.317,55.502,43.446,58.682,40.009,58.899,39.311,76.127,21.692,35.584,63.629,57.329,40.845,69.337,30.806,65.939,12.547,45.105,33.158,54.605,26.469,51.297,21.141,49.677,19.338,57.271,14.605,28.134,71.625,28.593,70.646,45.338,30.517
County,17133,"Monroe County, Illinois",26526,61.519,22.431,48.252,37.217,45.882,31.011,55.181,9.576,53.127,46.922,63.325,28.946,64.187,26.921,57.812,30.16,54.915,37.742,35.778,56.536,47.845,52.155,36.218,63.515,73.292,24.741,66.934,31.48,51.698,47.557,54.972,44.199,57.903,40.987,74.885,23.072,37.176,62.56,60.798,37.661,67.438,33.17,66.093,12.679,42.65,35.3,51.691,29.693,47.873,22.961,48.048,19.983,58.385,14.791,30.005,69.775,31.574,67.99,40.766,33.617
